LTKBID,DILIRank_PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,Greene_Annotation,Sakatis_Annotation,Xu_Annotation,Zhu_Annotation,SMILES,URL (accessed on 1/21/2016),"VER_DISP (1=LTKB-BD, 2=others)",DILIST_ID,CompoundName,DILIst Classification ,Routs of Administration ,PUBCHEM_CID_from_name,compound_id,_merge,pubchem_smiles
LT01173,54362,cefixime,1989,Less-DILI-Concern,4,Adverse reactions,,Ambiguous DILI-concern,,,,,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=69234c9d-fc0f-49b1-8345-e0fe48ed0699,2,542,cefixime,0,Oral,5362065,CID5362065,both,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOCC(=O)O)C3=CSC(=N3)N)SC1)C(=O)O
LT01176,44185,cefoperazone,1982,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,NE,non-hepatotixic,Negative,,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=fc5c6923-7f62-405f-ad9a-b60901eb5c99,2,543,cefoperazone,1,Intravenous,44187,CID44187,both,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
LT01177,456256,cefotaxime,1981,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ed23b6bc-32c7-4c50-a53d-313ae78e5623,2,544,cefotaxime,1,Intravenous,5742673,CID5742673,both,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
LT01179,441199,cefoxitin,1978,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,HH,,Positive,,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7ae80b51-b62d-4adf-be6a-9d320cd97c76,2,545,cefoxitin,0,Intravenous,441199,CID441199,both,CO[C@@]1([C@@H]2N(C1=O)C(=C(CS2)COC(=O)N)C(=O)O)NC(=O)CC3=CC=CS3
LT01180,6335986,cefpodoxime,1992,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4587a7c1-cd6c-4946-a0dd-fcfe0c8504b9,2,546,cefpodoxime,0,Oral,6335986,CID6335986,both,COCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O
LT01181,9887054,oxaliplatin,2002,Most-DILI-Concern,4,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3c740b43-f396-4998-bc66-6964a21f7161,2,547,oxaliplatin,1,Intravenous,43805,CID43805,both,C1CC[C@H]([C@@H](C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+2]
LT01182,5281006,cefprozil,1991,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8e3943b5-8c30-4c81-bcfa-aeaaa1d75fb4,2,548,cefprozil,1,Oral,5281006,CID5281006,both,C/C=C/C1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)SC1)C(=O)O
LT01183,5282241,ceftibuten,1995,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O.O.O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=756d627b-021d-4609-aa08-af6cab80a812,2,549,ceftibuten,0,Oral,5282242,CID5282242,both,C1C=C(N2[C@H](S1)[C@@H](C2=O)NC(=O)/C(=C\CC(=O)O)/C3=CSC(=N3)N)C(=O)O.O.O
LT01184,41684,nitazoxanide,2002,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56b1575a-dff4-4c5a-a159-2f858e7a0cb8,2,550,nitazoxanide,0,Oral,41684,CID41684,both,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
LT01185,5361919,ceftriaxone,1984,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,HH,non-hepatotixic,Positive,Postive,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=7c6b995b-264f-494c-8c10-6c12b02c214e,2,551,ceftriaxone,1,Intravenous,5479530,CID5479530,both,CN1C(=NC(=O)C(=O)N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N/OC)/C4=CSC(=N4)N)SC2)C(=O)O
LT01186,5361202,cefuroxime,1983,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,Postive,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8da31eca-51cf-4a01-9159-740f772b0f15,2,552,cefuroxime,1,Oral,5479529,CID5479529,both,CO/N=C(\C1=CC=CO1)/C(=O)N[C@H]2[C@@H]3N(C2=O)C(=C(CS3)COC(=O)N)C(=O)O
LT01187,3081921,micafungin,2005,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a064c4a7-25ec-4a2c-afc2-703491a4a38b,2,553,micafungin,1,Intravenous,477468,CID477468,both,CCCCCOC1=CC=C(C=C1)C2=CC(=NO2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC(=C(C=C7)O)OS(=O)(=O)O)O)O)C(CC(=O)N)O)C)O)O)O
LT01188,444031,darifenacin,2004,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,Negative,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cec47488-ebad-4a3a-904c-e916b432e2cf,2,554,darifenacin,0,Oral,444031,CID444031,both,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5
LT01189,27447,cephalexin,1971,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cab0d668-f4a4-4848-ba93-fa2c2246096c,2,555,cephalexin,1,Oral,27447,CID27447,both,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O
LT01190,2678,cetirizine,1995,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=dd9ae7a8-35dd-4c50-8be6-d06188f4c037,2,556,cetirizine,1,Oral,2678,CID2678,both,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
LT01191,216457,solifenacin,2004,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,Negative,C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C(CC(=O)O)C(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9acee910-cdb2-4052-b8b3-c26aff1c8716,2,557,solifenacin,0,Oral,154059,CID154059,both,C1CN2CCC1[C@H](C2)OC(=O)N3CCC4=CC=CC=C4[C@@H]3C5=CC=CC=C5.C(CC(=O)O)C(=O)O
LT01192,56959,ranolazine,2006,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=beb482de-f251-476b-9d38-40577c36f5a3,2,558,ranolazine,0,Oral,56959,CID56959,both,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
LT01196,298,chloramphenicol,1950,No-DILI-concern,0,No match,,vNo-DILI-Concern,HH,,Positive,,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=aed29594-211d-49ef-813f-131975a8d0e3,2,559,chloramphenicol,0,Intravenous,5959,CID5959,both,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-]
LT01198,2712,chlordiazepoxide,1960,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e3ff8641-ae8a-4016-acb1-cb1b7890f5ed,2,560,chlordiazepoxide,1,Oral,2712,CID2712,both,CN=C1CN(C(=C2C=C(C=CC2=N1)Cl)C3=CC=CC=C3)O
LT01199,148192,atazanavir,2003,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,,,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=165cff62-b284-4a27-a65d-9ec8a5bfcdd8,2,561,atazanavir,1,Oral,148192,CID148192,both,CC(C)(C)[C@@H](C(=O)N[C@@H](CC1=CC=CC=C1)[C@H](CN(CC2=CC=C(C=C2)C3=CC=CC=N3)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O)NC(=O)OC
LT01200,16129629,daptomycin,2003,Less-DILI-Concern,5,Adverse reactions,Yes,vLess-DILI-Concern,,,,,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a7975871-46a6-4e9b-a8b5-38bfcb465f0e,2,562,daptomycin,1,Intravenous,16134395,CID16134395,both,CCCCCCCCCC(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NC3C(OC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CNC3=O)CCCN)CC(=O)O)C)CC(=O)O)CO)C(C)CC(=O)O)CC(=O)C4=CC=CC=C4N)C
LT01201,2717,chlormezanone,1960,Most-DILI-Concern,8,Withdrawn,Yes,vMost-DILI-Concern,,,,Postive,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,,1,563,chlormezanone,1,Oral,2717,CID2717,both,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl
LT01202,93860,bortezomib,2003,Most-DILI-Concern,7,Warnings and precautions,Yes,vMost-DILI-Concern,,,,Postive,B([C@@H](CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1521d321-e724-4ffc-adad-34bf4f44fac7,2,564,bortezomib,1,Intravenous,387447,CID387447,both,B([C@@H](CC(C)C)NC(=O)[C@@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
LT01203,166548,anidulafungin,2006,Most-DILI-Concern,7,Warnings and precautions,,Ambiguous DILI-concern,,,,,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a88d9010-55fb-4a02-baff-042cd27688ea,2,565,anidulafungin,0,Intravenous,166548,CID166548,both,CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)N[C@H]4C[C@H]([C@H](NC(=O)[C@@H]5[C@H]([C@H](CN5C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]6C[C@H](CN6C(=O)[C@@H](NC4=O)[C@@H](C)O)O)[C@@H]([C@H](C7=CC=C(C=C7)O)O)O)[C@@H](C)O)C)O)O)O
LT01204,3052776,rasagiline,2006,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,C#CCN[C@@H]1CCC2=CC=CC=C12,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a40d0e73-3f9f-4b01-979d-402c9cdaeb60,2,566,rasagiline,0,Oral,3052776,CID3052776,both,C#CCN[C@@H]1CCC2=CC=CC=C12
LT01207,2719,chloroquine,1949,Less-DILI-Concern,3,Adverse reactions,Yes,vLess-DILI-Concern,WE,non-hepatotixic,Negative,,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eb02c52d-907c-43fb-aa8f-2f378a9087e7,1,567,chloroquine,1,Oral,2719,CID2719,both,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl
LT01208,2720,chlorothiazide,1958,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=bd936e35-1af8-42da-bcc0-f22489d68574,2,568,chlorothiazide,1,Oral,2720,CID2720,both,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
LT01209,156419,cinacalcet,2004,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c94c1206-97cb-4088-b8a1-adf08b938755,2,569,cinacalcet,0,Oral,156419,CID156419,both,C[C@H](C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
LT01210,151171,conivaptan,2005,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=87713d73-5dcc-4158-8890-60efdbd28c05,2,570,conivaptan,0,Intravenous,151171,CID151171,both,CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
LT01212,71301,nebivolol,2007,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,,,,,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=673f5ad2-c09b-4a89-9407-efdadd007917,2,571,nebivolol,0,Oral,71301,CID71301,both,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
LT01213,2732,chlorthalidone,1960,Less-DILI-Concern,2,Adverse reactions,,Ambiguous DILI-concern,,,,,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e2eb7dad-3ea3-439c-dcbb-d1d61aa49dfc,2,572,chlorthalidone,0,Oral,2732,CID2732,both,C1=CC=C2C(=C1)C(=O)NC2(C3=CC(=C(C=C3)Cl)S(=O)(=O)N)O
LT01214,176870,erlotinib,2004,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=57bccb29-1c47-4c64-ab6a-77960a91cc20,2,573,erlotinib,1,Oral,176870,CID176870,both,COCCOC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=CC(=C3)C#C)OCCOC
LT01215,5488548,alvimopan,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77a67dc6-35d3-48ff-9d18-292d4d442f70,2,574,alvimopan,0,Oral,5488548,CID5488548,both,C[C@H]1CN(CC[C@@]1(C)C2=CC(=CC=C2)O)C[C@H](CC3=CC=CC=C3)C(=O)NCC(=O)O
LT01216,60613,cidofovir,1996,Less-DILI-Concern,5,Adverse reactions,,Ambiguous DILI-concern,,,,,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=56541229-8c1a-4550-8951-2415ed08e7e9,2,575,cidofovir,0,Intravenous,60613,CID60613,both,C1=CN(C(=O)N=C1N)C[C@@H](CO)OCP(=O)(O)O
LT01217,208902,ramelteon,2005,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b6fe9db3-cf46-4b2b-a097-9c96f9c30908,2,576,ramelteon,0,Oral,208902,CID208902,both,CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3
LT01218,2756,cimetidine,1977,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,WE,Hepatotoxic,Negative,,CC1=C(N=CN1)CSCCNC(=NC)NC#N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c1694b2d-6fbb-b800-370b-0bf31220cb35,1,577,cimetidine,1,Oral,2756,CID2756,both,CC1=C(N=CN1)CSCCNC(=NC)NC#N
LT01219,8593,cinchophen,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,HH,,Positive,,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,,1,578,cinchophen,1,Oral,8593,CID8593,both,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O
LT01220,65027,tipranavir,2005,Most-DILI-Concern,8,Box warning,,vMost-DILI-Concern,,,,,CCC[C@]1(CC(=O)C(=C(O1)O)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)CCC4=CC=CC=C4,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=08982e49-d2eb-4b25-b01a-1be52fd669ef,1,579,tipranavir,1,Oral,54682461,CID54682461,both,CCC[C@]1(CC(=C(C(=O)O1)[C@H](CC)C2=CC(=CC=C2)NS(=O)(=O)C3=NC=C(C=C3)C(F)(F)F)O)CCC4=CC=CC=C4
LT01222,54686904,tigecycline,2005,Most-DILI-Concern,8,Warnings and precautions,,Ambiguous DILI-concern,,,,,CC(C)(C)NCC(=O)NC1=C(C2=C(C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C2O)O)O)C(=O)N)N(C)C)C(=C1)N(C)C)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2ccdb48e-c14a-4eeb-348c-4920ccfd7465,2,580,tigecycline,0,Intravenous,54686904,CID54686904,both,CC(C)(C)NCC(=O)NC1=CC(=C2C[C@H]3C[C@H]4[C@@H](C(=O)C(=C([C@]4(C(=O)C3=C(C2=C1O)O)O)O)C(=O)N)N(C)C)N(C)C
LT01224,20279,cladribine,1993,Less-DILI-Concern,3,Warnings and precautions,,Ambiguous DILI-concern,NE,,Negative,Negative,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C2N=C(N=C3N)Cl)CO)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3591aac5-61fc-411c-91fb-93a0bde3961f,2,581,cladribine,0,Intravenous,20279,CID20279,both,C1[C@@H]([C@H](O[C@H]1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O
LT01225,29029,clindamycin,1970,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,Postive,CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ab7233b1-b68e-458b-9e1d-4fc3fa15e8b6,2,582,clindamycin,1,Oral,446598,CID446598,both,CCC[C@@H]1C[C@H](N(C1)C)C(=O)NC([C@@H]2[C@@H]([C@@H]([C@H]([C@H](O2)SC)O)O)O)C(C)Cl
LT01228,33176,clometacin,,Most-DILI-Concern,8,Withdrawn,,vMost-DILI-Concern,,,,,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl,,1,583,clometacin,1,Oral,33176,CID33176,both,CC1=C(C2=C(N1CC(=O)O)C=C(C=C2)OC)C(=O)C3=CC=C(C=C3)Cl
LT01231,2803,clonidine,1974,Less-DILI-Concern,3,Adverse reactions,,Ambiguous DILI-concern,HH,,Positive,,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=316f9345-118c-4bc3-adea-a46e3fe6dc48,1,585,clonidine,0,Oral,2803,CID2803,both,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
LT01233,3011155,nelarabine,2005,Less-DILI-Concern,4,Adverse reactions,Yes,vLess-DILI-Concern,,,,,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=893c95d7-d9b6-4064-db97-91dd21ce7e40,2,586,nelarabine,1,Intravenous,3011155,CID3011155,both,COC1=NC(=NC2=C1N=CN2[C@H]3[C@H]([C@@H]([C@H](O3)CO)O)O)N
LT01235,6098,cloxacillin,1974,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,HH,,Positive,,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,,2,587,cloxacillin,1,Oral,6098,CID6098,both,CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O
LT01238,216326,lenalidomide,2005,Less-DILI-Concern,3,Warnings and precautions,Yes,vLess-DILI-Concern,,,,,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5fa97bf5-28a2-48f1-8955-f56012d296be,2,588,lenalidomide,1,Oral,216326,CID216326,both,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N
LT01240,656719,lubiprostone,2006,No-DILI-Concern,0,No match,,vNo-DILI-Concern,,,,,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)O)O)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d474ac6a-444d-4aa6-9986-24be6fcf811d,2,589,lubiprostone,0,Oral,157920,CID157920,both,CCCCC([C@]1(CC[C@H]2[C@H](O1)CC(=O)[C@H]2CCCCCCC(=O)O)O)(F)F
LT01241,216239,sorafenib,2005,Most-DILI-Concern,8,Warnings and precautions,Yes,vMost-DILI-Concern,,,,,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b50667e4-5ebc-4968-a646-d605058dbef0,2,590,sorafenib,1,Oral,216239,CID216239,both,CNC(=O)C1=NC=CC(=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F
LT01242,5310966,varenicline,2006,Less-DILI-Concern,2,Adverse reactions,Yes,vLess-DILI-Concern,,,,,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f0ff4f27-5185-4881-a749-c6b7a0ca5696,2,591,varenicline,1,Oral,170361,CID170361,both,C1[C@@H]2CNC[C@H]1C3=CC4=NC=CN=C4C=C23
